Bahasa,Penilaian,Saran,Kategori,Tahun
id,2.5714285714285716,pelayanan klinik UPH tidak ramah,General Affair,2024
id,2.642857142857143,"proyektor kebanyakan kelas sudah tidak jelas dan tidak layak, daripada buang uang memperbaiki mending ganti baru, ad bbrp monitor pc kelas yg ud rusak lcd jg",General Affair,2024
id,,"Fasilitas parkir tidak memadai saat hujan turun dikarenakan tidak ada rooftop, ac ruangan kelas seringkali rusak, dan fasilitas toilet ada yang rusak seperti semprot an air, flush dan terkadang toilet bau",General Affair,2024
id,,Sudah baik,General Affair,2024
id,3.0,Tidak ada,General Affair,2024
id,3.2142857142857144,-,General Affair,2024
id,2.2857142857142856,Tidak ada,General Affair,2024
id,3.857142857142857,Pelayanan dalam klinik sangat tidak memuaskan karena hanya ditanya-tanya dan diberikan obat tanpa ada pemeriksaan serta perawatnya juga terlalu galak,General Affair,2024
id,3.857142857142857,Perawat di klinik tidak ramah,General Affair,2024
id,,"sulit mencari parkiran untuk ke gedung D, kalau parkir yang di depan agak jauh untuk ke ged D. diharapkan parkiran untuk ke Ged D diperluas lagi. sejak ada sekolah SLH parkiran menjadi susah",General Affair,2024
id,3.0,Sudah bagus,General Affair,2024
id,,-,General Affair,2024
id,3.357142857142857,"Mohon perbaiki jalan menuju parkiran motor. Jalan sangat banyak lubang sejak tahun lalu, sangat membahayakan keselamatan para pengendara motor ketika hujan.",General Affair,2024
id,2.357142857142857,"Pelayanan klinik harus lebih ramah, pastikan ketersediaan obat dan berikan sesuai yang dibutuhkan. Akses peminjaman ruangan sangat lama mendapat balasan. Perhatikan ketersediaan cairan pembersih dudukan toilet.",General Affair,2024
id,,tidak ada,General Affair,2024
id,,"toilet paling bersih untuk wanita hanya di lantai 3, ruang kelas kotor banget, proyektor kadang suka error, lift sering ramai",General Affair,2024
id,,Layanan kesehatan harus melaksanakan tugasnya dengan lebih baik lagi. Harus ada pemeriksaan sebelum memberikan obat dan perhatikan pasien saat memeriksa (jangan sibuk sendiri),General Affair,2024
id,,Toilet perempuan di gedung C laintai 1 dan toilet FJ tolong di perbaiki 😢🙏🏼,General Affair,2024
id,2.9285714285714284,Bangku dan Kursi di kampus S2 Semanggi sangat buruk kualitasnya. Banyak kursi yang sudah tidak berfungsi dengan baik dan tidak layak pakai.,General Affair,2024
id,,Lingkungan UPH sangat sehat terlihat dari taman-taman yang  sangat asri dan para pekerja bekerja dengan rutin sehingga UPH sangat indah lingkungannya begitu juga dengan fasilitas yang di sediakan. Membuat para pelajar atau pengunjung menjadi sangat betah dengan fasilitas dan pelayan yang ramah dan murah senyum. Terima kasih Tuhan berkati selalu ❤️,General Affair,2024
id,1.4285714285714286,Kursi banyak yang rusak. Eletric plug sangat sedikit.,General Affair,2024
id,4.0,bagus,General Affair,2024
id,2.0,Berikan Fasilitas Free parking Untuk Mahasiswa UPH Medan Yang ad di lippo mall,General Affair,2024
id,2.5,-,General Affair,2024
id,,"Tempat kecil, parkir bayar",General Affair,2024
id,,biaya parkir mahal,General Affair,2024
id,2.5714285714285716,Lebih di tingkatkan pelayanan,General Affair,2024
id,3.0,Tidak ada,General Affair,2024
id,3.2142857142857144,"toilet yang di semanggi biliknya cuma 2, sehingga klo pulang malem harus antri ramean buat toilet.
lift di semanggi juga kadang tombol pencetannya tidak menyala.",General Affair,2024
id,,"saya kuliah hybrid,  hanya sekali ke kampus untuk kelas riset saja. terimakasih",General Affair,2024
id,3.5,Ok,General Affair,2024
id,3.7857142857142856,-,General Affair,2024
id,2.0,Tingkatkan.,General Affair,2024
id,2.7857142857142856,Kualitas pelayanan lebih ditingkatlan lagi,General Affair,2024
id,3.0714285714285716,Semoga semakin baik ke depannya,General Affair,2024
id,1.8571428571428572,tingkatkan,General Affair,2024
id,,"Sudah baik, dipertahankan dan terus ditingkatkan.",General Affair,2024
id,3.7857142857142856,Semakin baik lagi,General Affair,2024
id,,Sudah baik,General Affair,2024
id,3.0714285714285716,Sudah sangat membantu,General Affair,2024
id,2.142857142857143,Lebih di tingkatkan lagi pelayanannya,General Affair,2024
id,2.857142857142857,Parkir belum tersedia sehingga jarak kami parkirkan kendaraan cukup jauh dari kampus keperawatan,General Affair,2024
id,3.0714285714285716,sudah cukup baik,General Affair,2024
id,4.0,Sudah sangat baik,General Affair,2024
id,3.0714285714285716,Tidak ada,General Affair,2024
id,3.2142857142857144,-,General Affair,2024
id,3.0,-,General Affair,2024
id,,Untuk uph semanggi tolong lift nya yg ke lantai 3A dinyalakan. Kalo gak salah ya.,General Affair,2024
id,,-,General Affair,2024
id,,"Toilet jarang ada sabun untuk cuci tangan, tempat sampah sering x full",General Affair,2024
id,4.0,Mantaaap,General Affair,2024
id,4.0,"sangat nyaman dan bersih, lengkap",General Affair,2024
id,,-,General Affair,2024
id,3.0,Semoga lebih baik.,General Affair,2024
id,3.2857142857142856,Tidak ada,General Affair,2024
id,2.7142857142857144,Eskalator sering mati,General Affair,2024
id,4.0,-,General Affair,2024
id,3.9285714285714284,Lebih ditingkatkan lagi,General Affair,2024
id,,pintu toilet wanita di lantai 16 Gedung Semanggi harus diperbaiki. Bidet baik di lantai 16 dan di lantai 3 kurang kenceng nyalanya dan bocor. Paper towel tiada di lantai 16. Penerangan WC juga remang2. Mungkin baiknya dipasang kipas exhaust fan di atasnya wc.,General Affair,2024
id,4.0,"untuk toilet sabun cucitangannnya minta tolong jangan dicampur air jadinya encer dan boros, untuk parkir minta tolong dibuat untuk parkir mahasiswa jadi tidak perlu parkir jauh",General Affair,2024
id,,toiletnya kasi pewangi lebih banyak dan jangan lupa refil sabun cuci tangan,General Affair,2024
id,3.5,Refill sabun kamar mandi lebih sering,General Affair,2024
id,,-,General Affair,2024
id,3.0,Sudah baik,General Affair,2024
id,2.9285714285714284,Tidak ada,General Affair,2024
id,,Toilet tdk prnh ada tissue dan sabun cuci tangan. Tolong terangin lampu ruang kls jgn memakai lampu warna kuning. Proyektor jg sering error berwarna kuning,General Affair,2024
id,3.2857142857142856,--,General Affair,2024
id,3.0714285714285716,Tidak ada,General Affair,2024
id,3.0714285714285716,"Sedikit saran untuk layanan kesehatan klinik UPH, semoga pelayanan yang diberikan dapat lebih ramah dan nyaman untuk pasien.",General Affair,2024
id,,Klinik UPH perawatnya jutek,General Affair,2024
id,3.0,"""""""",General Affair,2024
id,,AC panas,General Affair,2024
id,,Kebersihan toilet masih kurang dan beberapa LCD di ruang kelas ada yg tdk berfungsi dengan baik,General Affair,2024
id,3.0,-,General Affair,2024
id,,-,General Affair,2024
id,4.0,Terima kasih,General Affair,2024
id,,Secara keseluruhan sudah cukup baik,General Affair,2024
id,,Online class,General Affair,2024
id,,Tissue toilet suka tidak ada dan harus mencari kemana-mana,General Affair,2024
id,,"perawat ibu2 yang mood moodan gausah kerja disini, bikin orang sakit makin sakit. hewan sakit aja dibaikin, ini manusia dilayani lebih hina",General Affair,2024
id,4.0,Sudah bagus,General Affair,2024
id,3.7857142857142856,-,General Affair,2024
id,,"Bagian toilet kurang bersih, semoga kedepannya lebih bersih lagi",General Affair,2024
id,,Sudah baik,General Affair,2024
id,3.857142857142857,-,General Affair,2024
id,3.2142857142857144,-,General Affair,2024
id,3.142857142857143,"Kantinnya panas sekali, dan beberapa toilet bau",General Affair,2024
id,3.9285714285714284,Untuk toiletnya boleh di perbaiki lagi karena pada flush toilet sering rusak,General Affair,2024
id,3.5714285714285716,"Semuanya sudah baik, kedepannya lebih diperbaiki lagii",General Affair,2024
id,3.2142857142857144,Tidak ada,General Affair,2024
id,2.2142857142857144,1. Untuk lift mungkin masih kurang khususnya jika ada kegiatan mandatory  dan kadang juga  sering terjadi troubble,General Affair,2024
id,3.0,puas,General Affair,2024
id,4.0,tidak ada,General Affair,2024
id,3.0,-,General Affair,2024
id,3.857142857142857,"untuk toilet, diharap kebersihannya lebih di jaga",General Affair,2024
id,2.0714285714285716,"Tolong Lift untuk GBFK dapat diperbanyak atau dibuatkan peraturan yang ketat, agar penggunaan lift asrama tidak selalu digunakan Siloam, karena sangat sangat mengganggu dan menghambat kegiatan kami.",General Affair,2024
id,3.0,-,General Affair,2024
id,,Toilet di perbaiki,General Affair,2024
id,,Hanya saja untuk penggunaan wifi masih sangat sulit digunakan saat belajar karena jaringan sangat lelet,General Affair,2024
id,3.4285714285714284,-,General Affair,2024
id,2.9285714285714284,-,General Affair,2024
id,2.0714285714285716,"Semoga kedepannya untuk lift boleh diperbaiki semuanya agar tidak terjadi penumpukan apalagi kalau pagi. Dan juga untuk AC dibeberapa kelas terkadang rusak sehingga menyebabkan panas yang menganggu aktivitas belajar. Ketiga adalah speaker dari kelas mohon diperhatikan karena ada beberapa speaker yang harus diganti, karena memunculkan suara yang mrnganggu.",General Affair,2024
id,3.7142857142857144,Semakin lebih baik lagi,General Affair,2024
id,3.5,"Maaf sebelumnya Bbk/Ibu, terkait fasilitas seperti toilet ada beberapa saran dan komentar yang ingin saya sampaikan, seperti kebanyakan saat ini toilet di kampus banyak yang tidak dapat digunakan karena perbaikan tetapi tidak kunjung diperbaiki, dan beberapa pintu toilet yang rusak, dan belakangan ini juga toilet tampak kurang nyaman digunakan karena ada beberapa oknum. Saran saya mungkin bisa diperiksa dan diperbaiki segera, dan untuk mengurangi ketidaknyamanan mungkin boleh dimulai dari perbaikan karena jika satu tempat sdh tidak bersih cenderung tempat tersebut tidak digunakan dan kotor, dan mungkin juga bisa dimulai dengan tetap memperhatikan kebersihan sehingga pengguna juga bisa tahu harus bersih untuk menggunakan fasilitas kampus. Terimakasih",General Affair,2024
id,,"toilet kurang bersih + sering kehabisan tissue, lift sangat sedikit dan kotor, eskalator tidak berfungsi, Ac terkadang dingin terkadang panas.",General Affair,2024
id,3.0,Semoga kedepannya lebih baik,General Affair,2024
id,4.0,Sudah baik,General Affair,2024
id,4.0,Tidak ada sudah sangat baik,General Affair,2024
id,4.0,-,General Affair,2024
id,2.9285714285714284,Semua fasilitas baik dan cukup puas digunakan,General Affair,2024
id,1.9285714285714286,Tidak ada,General Affair,2024
id,4.0,-,General Affair,2024
id,3.0,Pertahankan,General Affair,2024
id,,Online,General Affair,2024
id,2.5714285714285716,",",General Affair,2024
id,3.5,Sudah sangat puas,General Affair,2024
id,3.0714285714285716,Tetap di jaga kebersihan dan keramahan petugas nya agar semua mahasiswa nyaman,General Affair,2024
id,3.2142857142857144,-,General Affair,2024
id,3.4285714285714284,-,General Affair,2024
id,3.0,-,General Affair,2024
id,,tolong ruang R4 lcd yg belakangnya dinyalakan juga atau ganti lcd besar biar terlihat sampe belakang. papan tulis tolong diganti posisi karena dari sudu paling kanan kita gabisa liat. mungkin bisa diganti papan yg ada rodanya biar memudahkan apabila dirasa ruangan kurang memadai,General Affair,2024
id,,"Saya merasa kurang nyaman denga fasilitas AC yang ada, karena jujur sangat terlalu dingin( dinginnya berlebihan). Jadi boleh diperhatikan untuk hal ini, suhu AC mungkin boleh dinaikan lagi agar bisah tetap dingin, tapi tidak membuat kita bisah menjadi beku.
Kemudian soal proyektor/LCD pada beberapa ruangan, masih terdapat LCD yg ketika digunakan itu memiliki warna yang pudar, kalau untuk kelas biasa tidak masalah. Tapi untuk kelas yang harus analisa gambar atau video ""Warna pudar LCD"" cukup menjadi satu masalah yang esensial.",General Affair,2024
id,3.0,Tdk ada,General Affair,2024
id,2.5714285714285716,-,General Affair,2024
id,,-,General Affair,2024
id,2.2857142857142856,lift pada kampus medan aryaduta sangat terbatas dan banyak sekali intake 2023 yang suka memotong antrian ketika menunggu lift.  thank you,General Affair,2024
id,3.0,-,General Affair,2024
id,,belum ada,General Affair,2024
id,3.857142857142857,BESTT,General Affair,2024
id,,Kelas Karyawan mewajibkan untuk masuk dihari sabtu akan tetapi kantin selalu tutup.,General Affair,2024
id,2.0,"jurusan yang di gedung b sangat tidak di untungkan, dibandingkan dengan jurusan” lain yang berada di gedung F, gedung d",General Affair,2024
id,3.642857142857143,Lift nya tidak ada sensor,General Affair,2024
id,4.0,.,General Affair,2024
id,3.2857142857142856,"Menurut saya fasilitasnya kalau bisa ditingkatkan dalam bagian stopkontak, abis di kampus ini banyak stop kontak tapi ketika ingin digunakan tidak bisa",General Affair,2024
id,2.7142857142857144,ac dalam ruangan kelas terkadang terlalu dingin. Toilet terkadang bau sekali,General Affair,2024
id,3.0714285714285716,-,General Affair,2024
id,2.642857142857143,_,General Affair,2024
en,,Belum pernah coba,General Affair,2024
id,,Tidak ada.,General Affair,2024
id,3.0,-,General Affair,2024
id,3.0,.,General Affair,2024
id,3.0714285714285716,_,General Affair,2024
id,2.2142857142857144,-,General Affair,2024
id,3.0714285714285716,Cukup baik,General Affair,2024
id,3.642857142857143,.,General Affair,2024
id,2.9285714285714284,Aryaduta tidak punya kantin,General Affair,2024
id,4.0,Sangat baik,General Affair,2024
id,,"Beberapa kali saya perhatikan ada banyak mahasiswa/i intake 2023 yang merebut atau memotong antrian lift padahal arah naik-turun lift tidak sesuai dengan tujuan mereka (misalnya arah lift mengarah keatas, mereka memotong antrian untuk masuk ke lift padahal mereka ingin turun ke bawah, akhirnya mahasiswa/i yang ingin naik ke parkiran untuk pulang harus menunggu lama untuk naik).
Saya dan teman-teman lain sangat berharap pihak kampus dapat memberikan himbauan terhadap seluruh mahasiswa/i UPH Kampus Medan untuk menjaga ketertiban dan kenyamanan bersama. Terima kasih.",General Affair,2024
id,2.0714285714285716,Baik,General Affair,2024
id,,"tidak ada saran, udah bagus",General Affair,2024
id,,"Untuk AC di UPH medan, keseringan ada masalah dan juga ketika kita yang memiliki kelas lebih dari jam 9pm, AC sering kali langsung mati.

Untuk parkiran, terutama di paladium/aryaduta kampus medan.
Sering kali ditegur cuman karena parkir saja, walaupun tempat tersebut kosong. Terus alasan yang diberikan tidak masuk akal, karena dikatakan parkiran digunakan oleh manajemen paladium, namun ketika kita diusir dari parkiran sana, langsung yang parkir adalah orang2 diluar paladium, diketahui karena orang2 tersebut memakai pakaian orang2 di depan paladium(kantor walikota) atau orang berpakaian TNI, atau juga orang2 yang lagi nongkrong di depan. Jadi tidak fair untuk kita mahasiswa-siswi uph.
Walau kita mengerti kalau parkiran yang di berikan ada di P1 dan P8, tetapi di P8 ada bbrpa kali penuh karena ada acara di aryaduta, dan di P1 tidak aman karena tidak ada yang menjaga disana dan kadang2 gelap jga.",General Affair,2024
id,,Ac panas,General Affair,2024
id,,"aryaduta:
toilet: kadang sabun dan tisu sudah habis tapi gk di restock 
ac: ruang 107 acnya rusak dan pihak universitas gdak niat untuk ganti/perbaiki ac atau minimal ganti ruangan. Tiap hari panas banget yang membuat mahasiswa gbs belajar secara maksimal karena menurunkan konsentrasi kita. tolong segera carikan solusi 
parkir: kadang parkiran penuh dan gak cukup tapi overall oke
lift: liftnya panas banget dan ada org diluar uph yang pake lift sehingga memperlambat anak"" uph untuk menggunakannya secara maksimal",General Affair,2024
id,,tidak ada,General Affair,2024
id,2.9285714285714284,Mungkin kebersihan di lapangan perlu untuk dijaga dan arah menuju ke gedung g harus lebih bersih lagi,General Affair,2024
id,1.8571428571428572,Kiranya pelayanan ya makin baik,General Affair,2024
id,,Parkir cukup sulit didapatkan. Terima kasih,General Affair,2024
id,2.857142857142857,peminjaman ruangan sering terkendala,General Affair,2024
id,3.0,Sudah cukup,General Affair,2024
id,,kedepannya di uph kampus surabaya bisa disediakan layanan kesehatan,General Affair,2024
id,2.857142857142857,lift Gedung lama panas,General Affair,2024
id,,"Tidak ada kantin di kampus aryaduta, lift sangat lama",General Affair,2024
id,3.2142857142857144,Tolong toilet lebih di perhatikan,General Affair,2024
id,,"AC Kampus Aryaduta tidak dingin, kalau bisa Security lebih sering mengecek Student card agar lebih aman, kalau bisa di aryaduta ada kantin, dan di Lippo tenant kantin ditambahkan dan untuk toilet kampus Lippo dan aryaduta lebih wangi, proyektor di kampus aryaduta ada beberapa yang tidak bagus kualitas nya",General Affair,2024
id,3.9285714285714284,Sudah baik,General Affair,2024
id,,"Toilet: terkadang toilet dalam keadaan kotor atau mampet; terkadang tidak ada sabun dan tissue;  juga bau pesing

Layanan Klinik UPH: Suster kurang ramah",General Affair,2024
id,,"# untuk kelinik meski dokternya baik dan lembut, perawatnya jutek dalam melayani terutama pada penghuni Dorm G
# Kantin terkadang ada bagian lantai yg kotor dan tidak di bersihkan",General Affair,2024
id,2.7142857142857144,"Fasilitas parkiran motor cukup penuh dan menumpuk, terkadang sulit mencari tempat parkir",General Affair,2024
id,2.2857142857142856,sudah cukup baik,General Affair,2024
id,,Tidak ada. Terima kasih,General Affair,2024
id,,-,General Affair,2024
id,2.5,Menurut saya tidak ada yang perlu di komentarin,General Affair,2024
id,,Pelayanan baik,General Affair,2024
id,3.0,Tidak ada,General Affair,2024
id,,.,General Affair,2024
id,4.0,Sudah sangat baik pelayanan nya,General Affair,2024
id,2.5714285714285716,-,General Affair,2024
id,,Lift di gedung B sebaiknya di perbaruhi,General Affair,2024
id,,Saya belum pernah menggunakan fasilitas dan layanan Bagian Umum karena mengikuti pembelajaran online sehingga belum bisa memberi penilaian. Terima kasih.,General Affair,2024
id,,Ditambahkan tempat makan (kantin),General Affair,2024
id,,krg tmpt mkn di uph,General Affair,2024
id,3.0,All good,General Affair,2024
id,,fasilitas sangat oke tolong dijaga agar tetap seperti ini,General Affair,2024
id,3.4285714285714284,-,General Affair,2024
id,,-,General Affair,2024
id,3.357142857142857,WC sering bocor dan terjadi banjir,General Affair,2024
id,,saran dan komentar untuk bagian tata usaha dan admin prodi tolong dihimbau untuk lebih mudah dihubungi. saya selalu mengalami kesulitan baik untuk menghubungi tata usaha maupun admin prodi. butuh waktu beberapa hari agar dijawab admin prodi (MKn) by whatsapp. tidak hanya saya namun hal ini dialami oleh mahasiswa lainnya.,General Affair,2024
id,2.7857142857142856,-,General Affair,2024
id,2.7857142857142856,Sebaiknya staff klinik lebih ramah lagi dalam merespons pasien.,General Affair,2024
id,,"untuk pengeras suara dalam kelas B612 tidak baik, berisik",General Affair,2024
id,3.142857142857143,AC departemen TC terlalu dingin,General Affair,2024
id,4.0,Lebih baik lagi kedepannya,General Affair,2024
id,3.2142857142857144,-,General Affair,2024
id,,"Fasilitas toilet yang kurang bersih pada toilet di swimming pool, dimana terdapat tissue menumpuk pada tempat sampah sehingga menimbulkan aroma yang tidak sedap.",General Affair,2024
id,2.642857142857143,"Mohon untuk klinik uph lebih ramah, karena sering kali menangani orang yang sakit dengan acuh tak acuh yang membuat orang yang sakit tertekan.",General Affair,2024
id,4.0,Sudah sangat baik,General Affair,2024
id,3.7142857142857144,Tingkatkan layanan keramahan pada fasilitas kesehatan,General Affair,2024
id,,-,General Affair,2024
id,2.7857142857142856,Uph surabaya kalo bisa parkirnya d kasih gratis terus klo bisa aada kantin yg harganya murah gt hehehe,General Affair,2024
id,2.9285714285714284,Sudah lumayan puas,General Affair,2024
id,3.0,Tidak ada,General Affair,2024
id,3.857142857142857,-,General Affair,2024
id,2.0,-,General Affair,2024
id,1.9285714285714286,Tidak ada,General Affair,2024
id,2.4285714285714284,Tidak ada,General Affair,2024
id,,Toiletnya tolong diisi selalu tissue nya karena selalu tidak ada tissue di dalam toilet (laki laki),General Affair,2024
id,3.5,Layanan kesehatan agar lebih ramah dan memberikan respon yang baik.,General Affair,2024
id,,sudah sangat baik,General Affair,2024
id,2.9285714285714284,sudah baik,General Affair,2024
id,3.0,"Untuk Smart Class, Tolong dibantu fasilitas yang lebih memadai, agar proses pembelajaran KK lebih memudahkan. Misal, diberikan Smart Board, Soundcard, Jenis MIC yang digunakan diperhatikan, serta pengunaan camera yang lebih wide.",General Affair,2024
id,3.7857142857142856,"Tolong Bapak Satpan yang di gedung D lebih ramah, kalau di sapa setidaknya senyum",General Affair,2024
id,,Terdapat beberapa ruangan yang tidak dapat dipinjam.,General Affair,2024
id,,Semoga lift dapat diperbaiki agar tidak terjepit,General Affair,2024
id,,tambah penerangan di toilet,General Affair,2024
id,,"Sejauh ini, tidak ada",General Affair,2024
id,4.0,-,General Affair,2024
id,4.0,"tidak 
ada",General Affair,2024
id,3.5,-,General Affair,2024
id,3.357142857142857,Sudah baik semua,General Affair,2024
id,,"sampai saat ini saya belum ke kampus, terimakasih.",General Affair,2024
id,3.0,Tolong memperbanyakan seminar supaya orang diluar sana yang seperti saya kelas karyawan dapat bisa mengumpulkan point SEP,General Affair,2024
id,3.357142857142857,ok,General Affair,2024
id,,Perhatian khusus untuk layanan klinik UPH. Kiranya dapat melayani setiap mahasiwa atau orang lain yang membutuhkan tindakan medis. Harapannya dapat mencerminkan karakter Ilahi sebagaimana visi UPH dengan melayani dengan kasih.,General Affair,2024
id,2.9285714285714284,Sedikit dipermudah bilamana mahasiswa ingin ke bagian tertentu,General Affair,2024
id,3.9285714285714284,Tidak ada.,General Affair,2024
id,2.9285714285714284,Lebih baik lagi kedepannya,General Affair,2024
id,,Sejauh ini ceritanya bagus. Lanjutkan,General Affair,2024
id,,-,General Affair,2024
id,4.0,Sangat puas,General Affair,2024
id,2.642857142857143,Terus ditingkatkan,General Affair,2024
id,2.7857142857142856,Baik,General Affair,2024
id,3.0,-,General Affair,2024
id,2.7857142857142856,Cukup,General Affair,2024
id,3.142857142857143,Lift yg hanya 1 di kampus Aryaduta dan AC ruangan kelas kadang panas (kampus Aryaduta & Lippo).,General Affair,2024
id,,Untuk klinik UPH tolong ditingkatkan lagi pelayanannya jangan hanya sekadar menanya tanpa mengecek pasien dan langsung memberikan obat tanpa diagnosa atau yang lain.,General Affair,2024
id,3.357142857142857,"1. Security ada yang kurang ramah (bersikap tidak sepatutnya) dengan mahasiswa. 
2. AC kelas yang berada di lantai 6 terlalu dingin sekali
3. Terkait peminjaman ruangan, harus melalui email, namun terkadang email tersebut lama dibalasnya",General Affair,2024
id,2.4285714285714284,Tidak ada,General Affair,2024
id,3.2857142857142856,-,General Affair,2024
id,4.0,-,General Affair,2024
id,4.0,-,General Affair,2024
id,3.2142857142857144,-,General Affair,2024
id,,-,General Affair,2024
id,4.0,Sangat Puas.,General Affair,2024
id,,Di kampus UPH Aryaduta Medan masih belum memiliki kantin.,General Affair,2024
id,,"Klinik kurang ramah dalam melayani orang serta tidak menghargai pasien. Selain itu, diagnosis telrihat asal-asalan.",General Affair,2024
id,,-,General Affair,2024
id,3.4285714285714284,-,General Affair,2024
id,2.7142857142857144,"stikan pengelolaan ruangan yang efisien dan efektif, termasuk perencanaan, pemeliharaan, dan pemanfaatan ruang secara optimal.",General Affair,2024
id,3.7142857142857144,"Dokternya pada klinik UPH kurang memeriksa pasien secara fisik, hanya menanyakan pertanyaan-pertanyaan yang sebenarnya mungkin sudah dapat dokter mendiagnosa penyakit akan tetapi menurut pasien kurang. Dan segala atau semua orang sakit yang datang ke klinik UPH pasti jawaban diagnosa dari dokter yaitu ""ISPA"" padahal gak juga. Kemudian layanan suster atau pembantu dokter kadang tidak ramah kepada mahasiswa yang sakit, orangnya judess.


Terkait fasilitas kelas, apalagi di TC lantai 6 ged B. ruangan dan sekitarnya sangat dingin sekali 😭. kadang juga sampai gak bisa fokus belajar karna terlalu dingin, walaupun sudah memakai pakaian tambahan untuk menghangatkan badan akan tetapi masi terasa dinginnya , jadi saran saya untuk AC atau pendingin ruangannya diperkecil saja.

Terimakasih GBU.",General Affair,2024
id,3.142857142857143,-,General Affair,2024
id,2.0,-,General Affair,2024
id,2.5714285714285716,"Sedikit masukan dari saya, untuk toiletnya boleh di sediakan tisu lebih. Karena terkadang tissue selalu kosong terkhusus toilet lantai 3 laboratorium.",General Affair,2024
id,,Cukup nyaman dan puas,General Affair,2024
en,,"Fox repairs in bathroom, take our trash throughout the day in bathrooms in all floors in Building B",General Affair,2024
id,,Projector is not projected properly. Adjestment should be done.,General Affair,2024
id,3.0,"untuk fasilitasnya sudah sangat puas, tapi untuk layanan peminjaman ruang atau barang boleh ditingkatkan lagi untuk jangan dipersulit karena mahasiswa butuh ruangan untuk belajar",General Affair,2024
id,,baik,General Affair,2024
id,3.9285714285714284,sangat baik,General Affair,2024
id,,"- Masih banyak ruangan yang belum punya CCTV (misalnya di laboratorium) walaupun UPH adalah kampus friendly tapi tingkat keamanan belum terjamin. Masih bisa mengalami pencurian dan tidak ada media valid untuk membuktikan (sesuai dengan pengalaman pribadi & teman saya). Mahasiswa mungkin takut mengambil barang orang lain, but who knows with the staff? (OB/OG)
- Untuk ukuran sebuah kampus, lift yang ada di gedung B, masih terbilang sangat kurang; apalagi setelah Wednesday chapel, terkadang dosen sangat menumpuk di depan lift, dan menghambat mobilisasi
- Saya ingin menghimbau terkait AC yang ada di lantai 2-5 gedung B (atau mungkin gedung lain) untuk dimatikan juga, jika sudah lewat dari jam kerja. Ini adalah salah satu bentuk perhatian kita untuk mengurangi pemanasan global; aneh kalau we always talk about mandat budaya tapi dari hal kecil saja tidak kita lakukan
- laboratorium masih terbatas, fasilitas yang ad di dalamnya juga masih terbatas",General Affair,2024
id,2.4285714285714284,-,General Affair,2024
id,3.0,sangat bagus fasilitasnya,General Affair,2024
id,3.7142857142857144,Perbaiki WiFi dan lift,General Affair,2024
id,,AC kadang panas karena gedungan dari lippo,General Affair,2024
id,2.7142857142857144,Lebih ramah lagi dalam pelayanan klinik UPH,General Affair,2024
id,,-,General Affair,2024
id,3.2142857142857144,jalanan parkir gedung f di perbaiki,General Affair,2024
id,4.0,Mantap,General Affair,2024
id,2.0,-,General Affair,2024
id,3.7857142857142856,Sudah baik,General Affair,2024
id,3.7857142857142856,Bagian parkir motor bisa diatur supaya tidak banyak yang sembarang parkir dan juga lcd beberapa kelas ada yang error juga.,General Affair,2024
id,,"Saya menemukan banyak toilet-toilet di beberapa gedung yang selalu berbau tidak sedap. Selain itu, saya juga pernah mendapati air kotor berlumpur yang keluar dari kran di Gedung B. Terlebih lagi, beberapa toilet tidak lagi dalam kondisi baik dan air yang keluar sangat kecil.

Lalu untuk proyektor di ruang kelas warnanya kurang tajam dan layar proyektor kurang bersih. Terkadang, proyektor juga tidak bisa memproyeksikan gambar secara jernih dan proporsional, mungkin karena adanya kerusakan atau permasalahan saat instalasi.",General Affair,2024
id,,"Pengharuman toilet wanita di gedung F lantai 2 & 3 cukup tidak puas, tolong diperbaiki pengharuman toiletnya ya..",General Affair,2024
id,2.5714285714285716,Mungkin tarif parkir bs dikurangin,General Affair,2024
id,2.357142857142857,"the water quality in the bathrooms other than building F are very very bad, even  the color of the water is yellow. building F is not very clean either (smelly bathrooms etc), but its better than other buildings’ toilets",General Affair,2024
id,,-,General Affair,2024
id,3.4285714285714284,"lcd agak sulit , kadang mic nya cma 1",General Affair,2024
id,3.2857142857142856,Tidak ada.,General Affair,2024
id,,Untuk kebersihan dan keamanan lingkungan kampus sangat baik.,General Affair,2024
id,,fasilitas gedung b kurang,General Affair,2024
id,,Toilet Wanita di UPH Semanggi Lantai 17 harap diperbaiki..,General Affair,2024
id,3.2857142857142856,-,General Affair,2024
id,3.0,no,General Affair,2024
id,,Fasilitas toilet di gedung memiliki air yang menurut saya tidak layak di gunakan karena keruh dan terkadang toilet nya bau.,General Affair,2024
id,,Tidak ada,General Affair,2024
id,,"Toilet bau, kantin tidak menarik",General Affair,2024
id,2.2857142857142856,Tidak ada,General Affair,2024
id,4.0,Sudah bagus,General Affair,2024
id,,Saran saya adalah memperbaharui fasilitas dalam kelas yang digunakan untuk belajar agar tidak menghambat proses belajar.,General Affair,2024
id,2.5,Mungkin untuk toilet lebih di perhatikan kebersihannya,General Affair,2024
id,,"AC di aryaduta kurang dingin lebih sering nga dingin , Kantin aryaduta blm ada yang proper untuk mahasiswa, Proyektor hanya 2/10 ruangan yg bagus sisanya kualitasnya buruk",General Affair,2024
id,3.0,Ok,General Affair,2024
id,3.7142857142857144,Belum ada,General Affair,2024
id,3.2142857142857144,-,General Affair,2024
